order,text_a,label,Target
274,反对春节放鞭炮，不放鞭炮一样有年味儿。为了蓝天和家人健康，让霾远离从自己做起!孝敬老人，多孝敬长辈!支持转发!,0.0,春节放鞭炮
275,春节不放鞭炮，能赶走雾霾天吗？,0.0,春节放鞭炮
276,春节不放鞭炮了。贴春联、粘窗花、挂上一树红灯笼，喜气洋洋过年了。,0.0,春节放鞭炮
277,"""今年春节全市禁鞭,没有了到处乱串的鞭炮,也没有了硫磺的火药味道,出门放心了感觉安全多了,身边的空气也清新了不少,还是不放鞭炮好。晚安。""",0.0,春节放鞭炮
278,今年的春节不放鞭炮，一是环保，二是节约，三是减少火警意外。,0.0,春节放鞭炮
279,放鞭炮虽然带来了欢乐和气氛，但是也带来了污染和危险。春节是传统节日，我们应该尊重传统习俗，而不是过度放鞭炮。,0.0,春节放鞭炮
280,@李乐乐 : 春节不放鞭炮，能减少空气污染吗？,0.0,春节放鞭炮
281,春节放鞭炮是有害的，应该减少放烟花炮竹。,0.0,春节放鞭炮
282,怒江傈僳族新年习俗中禁止放鞭炮，禁止吃红烧鱼。,0.0,春节放鞭炮
283,春节期间不放鞭炮，我们应该从小事做起，减少大气污染，保护我们的环境。,0.0,春节放鞭炮
284,春节放鞭炮，雾霾严重，空气污染严重，呼吁减少鞭炮的使用。,0.0,春节放鞭炮
285,我们每个人都应该尽自己的力量保护环境，不要让烟花鞭炮污染了我们的生活环境。,0.0,春节放鞭炮
286,@陈光标：陈光盘，你这么抠门，你咋不叫陈光芒呢？,0.0,春节放鞭炮
287,春节期间放鞭炮是传统保留节目，寓意驱散不好运气，红红火火迎接新的一年。意大利人也喜欢在新年燃放鞭炮，相信响亮的声音可以带来幸福顺利的一年!,0.0,春节放鞭炮
288,"@日照新力集团老总:我们为治霾做点贡献吧,今年春节就不放鞭炮了!",0.0,春节放鞭炮
289,春节减少或不放鞭炮的反思：春节放鞭炮是民俗，但问题根源在于地球环境脆弱，我们应该重视环保，减少放鞭炮，而不是在春节放鞭炮。,0.0,春节放鞭炮
290,春节不放炮，拒绝空气污染从我做起。,0.0,春节放鞭炮
291,春节不放鞭炮，过环保年!,0.0,春节放鞭炮
292,少放鞭炮让环卫工回家。,0.0,春节放鞭炮
293,春节放鞭炮减少四成，人们认为已经懂得爱护环境。元宵节又炮火连天，是苦中作乐啊!人人都要出门，不要等到阴霾天再怨天尤人啊!反对的，转起ing。,0.0,春节放鞭炮
294,"反对态度言论: 
#我的春节要蓝天# @万家门店承诺春节期间不放开门炮 
#我的春节要蓝天# @万家连锁店承诺春节期间不放开门炮 
#我的节日要蓝天# @万家连锁店承诺春节期间不放鞭炮 
#我的春节要蓝天# @百家连锁店承诺春节期间不放鞭炮 
#我春节要蓝天# @万家连锁店承诺春节期间放鞭炮 
#我的春节要蓝天# 我春节要蓝天 
#我的春节要蓝天# @万家连锁承诺春节期间不放鞭炮 
#我的节日要蓝天# @百家连锁店承诺春节期间不放过鞭炮 
#我的节日要蓝天# 祝福春节 
#我的节日要蓝天# 祝福春节，祝春节快乐! 
#我的节日要蓝天# 祝福春节快乐，祝春节幸福! 
#我的节日要蓝天# 祝福新年快乐，祝新年幸福! 
#我的节日要蓝天# 祝新年快乐，祝新年幸福! 

#我的春节要蓝天# @万家连锁店保证春节期间不放鞭炮 
#我的节日我要蓝天# @万家连锁店保证春节期间不放放鞭炮 
#我的节日要蓝天# 我春节要蓝天，祝新年快乐! 
#我的节日要蓝天# 祝春节快乐，祝新年幸福! 
#我的春节要蓝天# 祝福春节快乐，祝新年幸福! 
#我春节要蓝天# 祝福春节快乐，祝新月快乐! 
#我的节日要蓝天# 祝愿新年快乐，祝新年幸福! 
 #我的节日要蓝天# 祝春节快乐，祝福新年幸福! 
#我的节日要蓝天 祝福春节快乐，祝新年幸福! #我的节日要蓝天 祝福春节快乐，祝春节幸福! 

#我的春节要蓝天# 我春节要蓝天，祝新年幸福! 
#我的节日我要蓝天# 祝新年快乐，祝新年快乐! 
#我的节日我要蓝天# 祝春节快乐，祝新年幸福，祝新年幸福! 
#我的节日要用蓝天，祝新年快乐! 
#我的春节要蓝天，祝新年快乐，祝新年幸福! #我的节日要用蓝天，祝新年快乐，祝新年幸福，祝新年快乐! 
#我的节日要用蓝天，祝新月快乐，祝新月幸福，祝新月幸福，祝新月幸福! 
#我的节日要用蓝天，祝春节快乐，祝新年幸福，祝新月幸福，祝新月幸福，祝福新月幸福，祝新月幸福! 

#我的节日要用蓝天，祝春节快乐，祝福新年快乐，祝新年幸福! #我春节要蓝天，祝新年快乐，祝新月幸福，祝新月幸福! 我春节要蓝天，祝新年快乐，祝新年被幸福，祝新年被幸福! 
#我的节日要用蓝天，祝过年快乐，祝新年幸福，祝新年幸福，祝新年被幸福，祝新年被幸福，祝福新年被幸福，祝新年被幸福，祝新年被幸福! 我春节要蓝天，祝新年快乐!祝新年幸福，祝新年幸福，祝春节快乐! 
#我的节日要用蓝天，祝春节幸福，祝新年幸福，祝新年幸福，祝福新年被幸福，祝新年被幸福! 
 #我的节日要用蓝天，祝春节快乐，祝春节幸福，祝新年幸福，祝春节幸福，祝新年被幸福，祝新年被幸福。 
#我的节日要用蓝天，祝春节快乐。祝新年幸福，祝新年幸福，祝你幸福，祝你幸福，祝你幸福，祝幸福，祝幸福，祝幸福，祝幸福，祝福你幸福，祝幸福，祝幸福，祝幸福。 
#我的节日要用蓝天，祝过年快乐。祝新年快乐，祝新年幸福，祝你幸福，祝幸福，祝幸福。 
#我春节要蓝天，祝过年快乐，祝新年幸福，祝福新年幸福，祝新年幸福，祝新年幸福。 
#我的节日要用蓝天，祝新年幸福，祝新年幸福，愿你幸福，祝幸福，祝幸福，祝幸福! 
#我的节日要用蓝天，祝春天快乐，祝新年幸福，祝新年幸福。祝新年幸福，祝新年幸福，愿新年幸福，祝新年幸福，祝新年由幸福，祝新年幸福，祝新年幸福! 我春节要蓝天，祝新年快乐。祝新年幸福，祝新年幸福。祝你幸福，祝新年幸福，祝你幸福，愿你幸福，祝新年幸福，祝你幸福。 
#我的节日要用蓝天，祝元旦快乐，祝元旦快乐，祝元旦快乐，祝元旦幸福，祝元旦快乐，祝元旦幸福，祝新年幸福，祝新年幸福祝你幸福，祝新年幸福，祝新年幸福愿你幸福，祝新年幸福，祝新年快乐，祝你幸福，祝新年幸福，祝新年被幸福。 
#我的春节要用蓝天，祝元旦快乐，祝元旦快乐，祝福新年幸福，祝你幸福，祝你幸福。祝新年幸福，祝你幸福，祝新年幸福，祝你新年幸福，祝你新年幸福，祝新年幸福。 
我春节要蓝天，祝春节快乐，祝新年幸福，祝福新年幸福。祝新年幸福，祝新年被幸福，祝你幸福，祝你幸福，祝新年幸福，祝福新年幸福。 
我春节要蓝天，祝福新年幸福，祝新年幸福，祝福新年幸福，祝福新年幸福，祝你幸福，祝新年快乐，祝你幸福，祝福新年幸福，祝你幸福，祝福新年幸福，祝新年幸福。 

#我的节日要用蓝天，祝元旦快乐，祝福新年幸福，祝新年幸福，祝愿新年幸福，祝你幸福，祝你幸福!祝新年幸福，祝新年幸福，祝福你幸福，祝你幸福，祝你幸福，祝福你幸福，祝你幸福，祝新年幸福。 
#我的春节要用蓝天，祝春节快乐，祝元旦快乐，祝福新年幸福，祝福你幸福，祝你幸福。祝你幸福，祝你幸福，祝你幸福。祝你幸福，祝福你幸福，祝你幸福。祝新年幸福。祝你幸福，祝你幸福，祝新年快乐。祝你幸福，祝你幸福，祝你新年幸福，祝你幸福，祝你幸福祝你幸福，祝你幸福祝你幸福。祝你幸福祝你幸福祝你幸福祝你幸福祝你新年幸福祝你幸福祝你幸福祝你幸福祝您幸福祝你幸福祝你幸福祝你幸福祝祝你幸福祝你幸福祝你幸福祝你健康祝你幸福祝你幸福祝你幸福祝你好运祝你幸福祝你幸福祝你幸福祝你快乐祝你幸福祝你幸福祝你幸福祝你幸福的祝你幸福祝你幸福祝你幸福祝你长寿祝你幸福祝你幸福祝你幸福祝你福祝你幸福祝你幸福祝你幸福祝你聪明祝你幸福祝你幸福祝你幸福祝你平安祝你幸福祝你幸福祝你幸福祝你安全祝你幸福祝你幸福祝你幸福祝你祥祥祝你幸福祝你幸福祝你幸福祝你幸运祝你幸福祝你幸福祝你幸福祝你吉祥祝你幸福祝你幸福祝你幸福祝你高兴祝你幸福祝你幸福祝你幸福祝你轻松祝你幸福祝你幸福祝你幸福祝你开心祝你幸福祝你幸福祝你幸福祝你欢乐祝你幸福祝你幸福祝你幸福祝你安康祝你幸福祝你幸福祝你幸福祝你成功祝你幸福祝你幸福祝你幸福祝你如意祝你幸福祝你幸福祝你幸福祝你美好祝你幸福祝你幸福祝你幸福祝你一生幸福祝你幸福祝你幸福祝你幸福祝你最幸福祝你幸福祝你幸福祝你幸福祝恭喜祝你幸福祝你幸福祝你幸福祝你发达祝你幸福祝你幸福祝你幸福祝你一切幸福祝你幸福祝你幸福祝你幸福祝你们幸福祝你幸福祝你幸福祝你幸福祝你能幸福祝你幸福祝你幸福祝你幸福祝你的幸福祝你幸福祝你幸福祝你幸福祝你不幸福祝你幸福祝你幸福祝你幸福祝你在幸福祝你幸福祝你幸福祝你幸福祝你想幸福祝你幸福祝你幸福祝你幸福祝你自己幸福祝你幸福祝你幸福祝你幸福祝他幸福祝你幸福祝你幸福祝你幸福祝求祝你幸福祝你幸福祝你幸福祝你祝福祝你幸福祝你幸福祝你幸福祝你身体健康祝你幸福祝你幸福祝你幸福祝你全家幸福祝你幸福祝你幸福祝你幸福祝你喜欢幸福祝你幸福祝你幸福祝你幸福祝你也幸福祝你幸福祝你幸福祝你幸福祝你会幸福祝你幸福祝你幸福祝你幸福祝她幸福祝你幸福祝你幸福祝你幸福祝别人幸福祝你幸福祝你幸福祝你幸福祝你要幸福祝你幸福祝你幸福祝你幸福祝大家幸福祝你",0.0,春节放鞭炮
295,过一个节俭、文明的春节!,0.0,春节放鞭炮
296,春节欢庆燃放鞭炮，不仅污染环境，还影响身体健康。,0.0,春节放鞭炮
297,"""春节放鞭炮影响空气质量，我们应该少放鞭炮，让环卫工回家。""",0.0,春节放鞭炮
298,不放鞭炮，有利于环保，节约春节开消，减少火警事故。,0.0,春节放鞭炮
299,春节放鞭炮是不对的，应该多放点烟花，减少空气污染。,0.0,春节放鞭炮
300,春节是中国最具特色的传统节日，在传统习俗上有着悠久的历史和传统，因此春节习俗也是丰富多彩的。不过，在环保方面，我们需要考虑到减少对空气污染的负担，同时还要注重环保，这样春节才会更有意义和美好。,1.0,春节放鞭炮
301,春节放鞭炮，今年放吗？,1.0,春节放鞭炮
302,@平安成都 @成都环保 提问：#今年春节你放鞭炮吗# 不放鞭炮就没有年味儿了，能不能开发一种电子鞭炮，又不污染空气，又不失年味......,1.0,春节放鞭炮
303,春节放鞭炮对环境影响很大，对健康也有很大危害。建议减少鞭炮的使用，保护环境。,1.0,春节放鞭炮
304,春节是中国最富有特色的传统节日，春节是我国全年最重要的一个节日，习俗多种多样，但市民放鞭炮减少，烟花公司批发量减少一半。,1.0,春节放鞭炮
305,春节放鞭炮对空气污染的减少，对空气质量的改善，都起到一定的作用，我们应该在春节期间减少放鞭炮，减少空气污染。同时，我们也要从自身做起，加强环保意识，爱护我们的环境。,1.0,春节放鞭炮
306,"春节放鞭炮会增加污染吗？
春节放鞭炮会增加污染吗？
春节长假肌肤护理，春节长假肌肤护理",1.0,春节放鞭炮
307,春节燃放烟花爆竹的环保问题日益严重，我们呼吁大家能够从自身做起，减少燃放烟花爆竹。,1.0,春节放鞭炮
308,春节放鞭炮是中华民族的传统习俗，但在空气污染日益严重的今天，我们应该在环保意识普及的前提下，提倡禁放鞭炮，而不是一味的放鞭炮。,1.0,春节放鞭炮
309,中立态度: 对春节放鞭炮的禁令是为了保护环境和人类健康，我们应该尊重自然，爱护地球。,1.0,春节放鞭炮
310,春节习俗是一种文化传承，体现了古代中国人的思维方式，我们应该尊重传统文化，遵守社会公德，尊重自然规律，避免不必要的浪费和污染。,1.0,春节放鞭炮
311,春节该不该放鞭炮？从中医角度看应该放，因为雾霭形成是湿气加工业污染毒素，而火正是湿气克星，所以去年放鞭炮后几天北京天空晴朗，从宗教角度，净空法师2012年曾担心炸伤其他维次众生而反对。,1.0,春节放鞭炮
312,春节是一个美好的一天，家人和朋友聚在一起，看春节联欢晚会，放鞭炮，但长期熬夜、吃油腻食物、疲劳、娱乐和旅游等都会影响皮肤的健康和美丽。,1.0,春节放鞭炮
313,春节燃放烟花爆竹是春节风俗，应该尊重传统文化和环境，避免污染和破坏，促进人与自然和谐相处。,1.0,春节放鞭炮
314,今年的春节鞭炮燃放量下降，而传统鞭炮和电子鞭炮的使用更加普遍，放鞭炮环保的观念也逐渐深入人心。,1.0,春节放鞭炮
315,中立观点：春节放鞭炮是中国传统文化的一部分，不能因噎废食。请尊重传统文化，遵守法律规定。,1.0,春节放鞭炮
316,在选择燃放鞭炮还是不燃放鞭炮的情况下，您会怎么做呢？我们栏目微博会给出建议。,1.0,春节放鞭炮
317,春节放鞭炮是文明的，但放鞭炮一定要控制好火源，不要把鞭炮点燃，以免引起火灾。,1.0,春节放鞭炮
318,春节习俗并非铁板一块，春节习俗并非铁板一块。,1.0,春节放鞭炮
319,中立态度言论: 你如何看待中国传统佳节放鞭炮的习俗？,1.0,春节放鞭炮
320,发发发发发。,1.0,春节放鞭炮
321,春节放鞭炮是传统庆祝方式，但鞭炮炸车事故时有发生，建议车主谨慎处理。,1.0,春节放鞭炮
322,春节是汉民族最重要的传统节日，在春节期间，人们会放鞭炮、贴春联、给压岁钱等。,1.0,春节放鞭炮
323,放鞭炮是中国传统文化的重要组成部分，但放鞭炮也会增加空气污染，建议禁止。,1.0,春节放鞭炮
324,元宵节是春节之后的元宵佳节，元宵节传统民俗丰富多彩，值得感受。,1.0,春节放鞭炮
325,春节放鞭炮是中国传统文化中重要的传统节日，但儿童缺乏自我保护能力，被鞭炮炸伤的风险较高。对此，保险公司推出“鞭炮险”，以保障儿童的安全。,1.0,春节放鞭炮
326,春节放鞭炮好不好，就那么几天。你爱就好好过瘾，你烦就忍几天。毕竟就那么几天。有那口舌应该讨论讨论那长年累月无休无止萦绕在我们耳边的汽车喇叭声、电摩警报声、野蛮人永远改不了的随地吐痰、乱扔垃圾陋习、文明人的爱犬的随地狗屎......,1.0,春节放鞭炮
327,在春节期间，市环境监测站对空气质量进行了监测，结果表明市区空气质量整体良好。,1.0,春节放鞭炮
328,春节放鞭炮是过年风俗，应该提倡环保。,1.0,春节放鞭炮
329,春节期间放鞭炮，应该更加环保、文明，而不是过度燃放。,1.0,春节放鞭炮
330,春节放鞭炮能否悠着点？,1.0,春节放鞭炮
331,春节放鞭炮的必要性已经得到广泛认可，但对于春节期间燃放烟花爆竹是否有必要，还需进一步研究。,1.0,春节放鞭炮
332,春节放鞭炮是中华民族的传统习俗，但是近年来雾霾污染和环保意识普及，越来越多的人提倡禁放鞭炮。大连烟花节取消，呼吁春节不放鞭炮，但这些烟花爆竹不合格，存在引燃时间、引燃装置和燃放缺陷等问题，存在较大风险。重庆日报记者吴刚报道。,1.0,春节放鞭炮
333,"春节春节俗称过年，原名元旦，是汉民族最重要最盛大的传统节日，主要的民俗活动有拜年,守岁,放鞭炮,贴春联,给压岁钱。隋代杜台卿在《五烛宝典》中说:“正月为端月，其一日为元日，亦云正朝,|春 &n...",1.0,春节放鞭炮
334,中立态度言论：春节放鞭炮的市民明显减少，烟花公司批发量减少一半，鞭炮险的出现，是出于保护孩子安全考虑。,1.0,春节放鞭炮
335,春节放鞭炮，支持不支持？,1.0,春节放鞭炮
336,春节期间，案件可能性增加，烟花放得不当，节日安全埋下隐患。愿大家平安祥和，过一个美好的春节。,1.0,春节放鞭炮
337,放鞭炮会影响儿童健康，需要采取预防措施。,1.0,春节放鞭炮
338,春节放鞭炮喜庆与环保相悖，放不放？,1.0,春节放鞭炮
339,放鞭炮是春节的传统习俗，但是燃放时释放的烟尘火星容易造成环境污染和火灾，而且大部分都是孩子。随着人们文明进步，春节放鞭炮习俗引起各界广泛争议，但我们应该尊重传统文化，并采取相应的措施来减少环境污染和火灾的发生。,1.0,春节放鞭炮
340,春节是中国最富有特色的传统节日，春节习俗多种多样，不同时期、不同地区、不同民族习俗不同，请大家尊重不同文化和习俗，共同庆祝新年。,1.0,春节放鞭炮
341,春节放鞭炮是传统习俗，但随着环保意识的增强，越来越多的城市开始呼吁减少烟花爆竹的使用，而人们更关注环保问题。我们应该尊重传统习俗，并努力实现绿色环保。,1.0,春节放鞭炮
342,@扬子晚报：蛇年春节，人们掀起了过年的新风尚。一起来看看今年的热词有哪些？,1.0,春节放鞭炮
343,中立态度言论: 春节放鞭炮是传统文化习俗，但面对PM2.5等大气污染，不应该禁止或强制禁止。,1.0,春节放鞭炮
344,@哈尔滨环保 的问题回答：放鞭炮和雾霾之间没有任何必然联系。,1.0,春节放鞭炮
345,春节放鞭炮的历史源远流长，但是现在受到雾霾天气的影响，人们开始理性思考春节期间是否应该燃放烟花爆竹。海口环保局官网显示，春节期间燃放烟花爆竹应遵守相关规定。,1.0,春节放鞭炮
346,春节习俗与禁忌，春节放鞭炮与PM2.5爆表，春节放鞭炮与烟花爆竹伤人事件频发，春节放鞭炮是否合理？,1.0,春节放鞭炮
347,从春节习俗看古代中国人思维方式：顺应规律,1.0,春节放鞭炮
348,中立态度言论：春节习俗与禁忌，春节习俗与禁忌，春节习俗与禁忌，春节风俗与禁忌，春节习俗与禁忌，春节习俗与习俗，春节习俗与禁忌，春节习俗与禁忌，过年习俗与禁忌，过年习俗与禁忌，过年习俗与环境，过年习俗与禁忌，过年习俗与环境，过年风俗与环境，过年习俗与环境，过年习俗与环境，过年习俗与环境，过年风俗与环境，过年习俗与社会，过年习俗与社会，过年习俗与社会，过年习俗与环境，过年习俗与社会，过年习俗与环境，过年习俗与环境，过年习俗与社会，过年习俗与社会，过年风俗与社会，过年习俗与社会，过年习俗与社会，过年风俗与环境，过年习俗与社会，过年习俗与环境，过年风俗与社会，过年习俗与环境，过年习俗与环境，过年风俗与社会，过年习俗与社会，过年习俗与环境，过年风俗与环境，过年习俗与管理，过年习俗与环境，过年习俗与环境，过年习俗与管理，过年习俗与环境，过年风俗与环境，过年习俗与实践，过年习俗与环境，过年习俗与环境，过年习俗与实践，过年习俗与环境，过年风俗与环境，过年习俗与禁忌，过年习俗与环境，春节习俗与环境，过年习俗与环境，过年习俗与环境，春节习俗与环境，过年习俗与社会，过年习俗与环境，春节习俗与环境，过年习俗与管理，过年习俗与环境，春节习俗与环境，过年习俗与实践，过年习俗与环境，春节习俗与环境，过年习俗与发展，过年习俗与环境，过年习俗与环境，过年习俗与发展，过年习俗与环境，春节习俗与环境，过年习俗与禁忌，过年习俗与环境。,1.0,春节放鞭炮
349,放鞭炮是我国春节的习俗，但燃放时释放的烟尘火星容易造成环境污染，引起火灾，伤者大部分是孩子。随着人们文明进步，春节放鞭炮习俗引起各界广泛争议。今天来聊一聊春节放鞭炮的事，您认为到底该不该用烟花爆竹庆贺新年的来临，您赞同或不赞同的原因有哪些，欢迎互动。,1.0,春节放鞭炮
350,春节是中国最富有特色的传统节日，春节标志农历旧的一年结束，新的一年已经开始。春节习俗多种多样，有贴春联、放鞭炮、敲锣打鼓等。不同时期、不同地区、不同民族的习俗不同。,1.0,春节放鞭炮
